priority_lane,domain_group,surface_lane,model,xmlid,view_name,classification,structural_score,field_count,group_count,notebook_count,page_count,button_box_count,statusbar_count,source_trace_field_count,recommendation,gaps
P3_legacy_fact_default_tabs,legacy,legacy_fact_carrier,sc.legacy.enterprise.business.fact,smart_construction_core.view_sc_legacy_enterprise_business_fact_form,sc.legacy.enterprise.business.fact.runtime.default.form,contract_auto_with_default_tabs,8,24,10,0,0,0,0,12,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P3_legacy_fact_default_tabs,legacy,legacy_fact_carrier,sc.legacy.equipment.lease.fact,smart_construction_core.view_sc_legacy_equipment_lease_fact_form,sc.legacy.equipment.lease.fact.runtime.default.form,contract_auto_with_default_tabs,8,42,16,0,0,0,0,10,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P3_legacy_fact_default_tabs,legacy,legacy_fact_carrier,sc.legacy.expense.deposit.fact,smart_construction_core.view_sc_legacy_expense_deposit_fact_form,sc.legacy.expense.deposit.fact.runtime.default.form,contract_auto_with_default_tabs,7,21,4,0,0,0,0,14,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P3_legacy_fact_default_tabs,legacy,legacy_fact_carrier,sc.legacy.expense.reimbursement.line,smart_construction_core.view_sc_legacy_expense_reimbursement_line_form,sc.legacy.expense.reimbursement.line.runtime.default.form,contract_auto_with_default_tabs,8,44,11,0,0,0,0,9,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P3_legacy_fact_default_tabs,legacy,legacy_fact_carrier,sc.legacy.file.index,smart_construction_core.view_sc_legacy_file_index_form,sc.legacy.file.index.runtime.default.form,contract_auto_with_default_tabs,8,24,7,0,0,0,0,6,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P3_legacy_fact_default_tabs,legacy,legacy_fact_carrier,sc.legacy.finance.auxiliary.fact,smart_construction_core.view_sc_legacy_finance_auxiliary_fact_form,sc.legacy.finance.auxiliary.fact.runtime.default.form,contract_auto_with_default_tabs,7,30,11,0,0,0,0,8,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P3_legacy_fact_default_tabs,legacy,legacy_fact_carrier,sc.legacy.financing.loan.fact,smart_construction_core.view_sc_legacy_financing_loan_fact_form,sc.legacy.financing.loan.fact.runtime.default.form,contract_auto_with_default_tabs,7,9,5,0,0,0,0,0,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P3_legacy_fact_default_tabs,legacy,legacy_fact_carrier,sc.legacy.fund.confirmation.line,smart_construction_core.view_sc_legacy_fund_confirmation_line_form,sc.legacy.fund.confirmation.line.runtime.default.form,contract_auto_with_default_tabs,8,29,7,0,0,0,0,4,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P3_legacy_fact_default_tabs,legacy,legacy_fact_carrier,sc.legacy.fund.daily.line,smart_construction_core.view_sc_legacy_fund_daily_line_form,sc.legacy.fund.daily.line.runtime.default.form,contract_auto_with_default_tabs,8,23,7,0,0,0,0,0,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P3_legacy_fact_default_tabs,legacy,legacy_fact_carrier,sc.legacy.fund.daily.snapshot.fact,smart_construction_core.view_sc_legacy_fund_daily_snapshot_fact_form,sc.legacy.fund.daily.snapshot.fact.runtime.default.form,contract_auto_with_default_tabs,8,18,6,0,0,0,0,6,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P3_legacy_fact_default_tabs,legacy,legacy_fact_carrier,sc.legacy.income.invoice.fact,smart_construction_core.view_sc_legacy_income_invoice_fact_form,sc.legacy.income.invoice.fact.runtime.default.form,contract_auto_with_default_tabs,8,42,16,0,0,0,0,9,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P3_legacy_fact_default_tabs,legacy,legacy_fact_carrier,sc.legacy.invoice.registration.line,smart_construction_core.view_sc_legacy_invoice_registration_line_form,sc.legacy.invoice.registration.line.runtime.default.form,contract_auto_with_default_tabs,8,34,8,0,0,0,0,8,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P3_legacy_fact_default_tabs,legacy,legacy_fact_carrier,sc.legacy.invoice.tax.fact,smart_construction_core.view_sc_legacy_invoice_tax_fact_form,sc.legacy.invoice.tax.fact.runtime.default.form,contract_auto_with_default_tabs,7,20,4,0,0,0,0,14,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P3_legacy_fact_default_tabs,legacy,legacy_fact_carrier,sc.legacy.labor.subcontract.fact,smart_construction_core.view_sc_legacy_labor_subcontract_fact_form,sc.legacy.labor.subcontract.fact.runtime.default.form,contract_auto_with_default_tabs,8,37,16,0,0,0,0,8,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P3_legacy_fact_default_tabs,legacy,legacy_fact_carrier,sc.legacy.material.detail,smart_construction_core.view_sc_legacy_material_detail_form,sc.legacy.material.detail.runtime.default.form,contract_auto_with_default_tabs,8,12,7,0,0,0,0,0,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P3_legacy_fact_default_tabs,legacy,legacy_fact_carrier,sc.legacy.material.stock.fact,smart_construction_core.view_sc_legacy_material_stock_fact_form,sc.legacy.material.stock.fact.runtime.default.form,contract_auto_with_default_tabs,8,37,15,0,0,0,0,10,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P3_legacy_fact_default_tabs,legacy,legacy_fact_carrier,sc.legacy.partner.map,smart_construction_core.view_sc_legacy_partner_map_form,sc.legacy.partner.map.runtime.default.form,contract_auto_with_default_tabs,9,23,8,0,0,0,1,6,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_button_box;missing_chatter
P3_legacy_fact_default_tabs,legacy,legacy_fact_carrier,sc.legacy.payment.adjustment.fact,smart_construction_core.view_sc_legacy_payment_adjustment_fact_form,sc.legacy.payment.adjustment.fact.runtime.default.form,contract_auto_with_default_tabs,8,21,7,0,0,0,0,12,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P3_legacy_fact_default_tabs,legacy,legacy_fact_carrier,sc.legacy.payment.residual.fact,smart_construction_core.view_sc_tax_certificate_registration_form,sc.legacy.payment.residual.fact.runtime.default.form,contract_auto_with_default_tabs,8,18,8,0,0,0,0,3,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P3_legacy_fact_default_tabs,legacy,legacy_fact_carrier,sc.legacy.project.map,smart_construction_core.view_sc_legacy_project_map_form,sc.legacy.project.map.runtime.default.form,contract_auto_with_default_tabs,9,25,8,0,0,0,1,4,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_button_box;missing_chatter
P3_legacy_fact_default_tabs,legacy,legacy_fact_carrier,sc.legacy.purchase.contract.fact,smart_construction_core.view_sc_legacy_purchase_contract_fact_form,sc.legacy.purchase.contract.fact.runtime.default.form,contract_auto_with_default_tabs,8,36,13,0,0,0,0,0,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P3_legacy_fact_default_tabs,legacy,legacy_fact_carrier,sc.legacy.receipt.income.fact,smart_construction_core.view_sc_legacy_receipt_income_fact_form,sc.legacy.receipt.income.fact.runtime.default.form,contract_auto_with_default_tabs,7,18,4,0,0,0,0,11,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P3_legacy_fact_default_tabs,legacy,legacy_fact_carrier,sc.legacy.report.inventory,smart_construction_core.view_sc_legacy_report_inventory_form,sc.legacy.report.inventory.runtime.default.form,contract_auto_with_default_tabs,8,19,7,0,0,0,0,5,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P3_legacy_fact_default_tabs,legacy,legacy_fact_carrier,sc.legacy.legacy_source.fact.staging,smart_construction_core.view_sc_legacy_legacy_source_fact_staging_form,sc.legacy.legacy_source.fact.staging.runtime.default.form,contract_auto_with_default_tabs,8,28,13,0,0,0,0,10,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P3_legacy_fact_default_tabs,legacy,legacy_fact_carrier,sc.legacy.legacy_source.material.map,smart_construction_core.view_sc_legacy_legacy_source_material_map_form,sc.legacy.legacy_source.material.map.runtime.default.form,contract_auto_with_default_tabs,9,26,11,0,0,0,1,3,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_button_box;missing_chatter
P3_legacy_fact_default_tabs,legacy,legacy_fact_carrier,sc.legacy.tender.registration.fact,smart_construction_core.view_sc_legacy_tender_registration_fact_form,sc.legacy.tender.registration.fact.runtime.default.form,contract_auto_with_default_tabs,8,34,12,0,0,0,0,6,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P3_legacy_fact_default_tabs,legacy,legacy_fact_carrier,sc.legacy.user.priority.menu.plan,smart_construction_core.view_sc_legacy_user_priority_menu_plan_form,sc.legacy.user.priority.menu.plan.runtime.default.form,contract_auto_with_default_tabs,8,16,9,0,0,0,0,6,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P3_legacy_fact_default_tabs,legacy,legacy_fact_carrier,sc.legacy.workflow.audit,smart_construction_core.view_sc_legacy_workflow_audit_form,sc.legacy.workflow.audit.runtime.default.form,contract_auto_with_default_tabs,7,24,4,0,0,0,0,17,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P3_legacy_fact_default_tabs,legacy,legacy_fact_carrier,sc.legacy.workflow.detail.fact,smart_construction_core.view_sc_legacy_workflow_detail_fact_form,sc.legacy.workflow.detail.fact.runtime.default.form,contract_auto_with_default_tabs,7,30,8,0,0,0,0,12,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P3_platform_configuration,sc_other,platform_configuration,sc.capability,smart_construction_core.view_sc_capability_form,sc.capability.runtime.default.form,contract_auto_with_default_tabs,7,17,2,0,0,0,0,0,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P3_platform_configuration,sc_other,platform_configuration,sc.capability.group,smart_construction_core.view_sc_capability_group_form,sc.capability.group.runtime.default.form,contract_auto_with_default_tabs,8,8,2,0,0,0,0,0,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P3_platform_configuration,sc_other,platform_configuration,sc.entitlement,smart_core.view_sc_entitlement_form,sc.entitlement.runtime.default.form,contract_auto_with_default_tabs,7,5,2,0,0,0,0,0,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P3_platform_configuration,sc_other,platform_configuration,sc.ops.job,smart_core.view_sc_ops_job_form,sc.ops.job.runtime.default.form,contract_auto_with_default_tabs,7,9,2,0,0,0,0,1,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P3_platform_configuration,sc_other,platform_configuration,sc.pack.installation,smart_construction_core.view_sc_pack_installation_form,sc.pack.installation.runtime.default.form,contract_auto_with_default_tabs,7,9,2,0,0,0,0,1,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P3_platform_configuration,sc_other,platform_configuration,sc.pack.registry,smart_construction_core.view_sc_pack_registry_form,sc.pack.registry.runtime.default.form,contract_auto_with_default_tabs,7,16,3,0,0,0,0,0,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P3_platform_configuration,sc_other,platform_configuration,sc.scene,smart_construction_core.view_sc_scene_form,sc.scene.runtime.default.form,needs_semantic_annotation,13,23,1,1,1,0,1,0,结构基本可用，建议补 group/page 标题或 data-sc-anchor,missing_labelled_group;missing_button_box;missing_chatter
P3_platform_configuration,sc_other,platform_configuration,sc.scene.governance.log,smart_construction_scene.view_sc_scene_governance_log_form,sc.scene.governance.log.runtime.default.form,contract_auto_with_default_tabs,7,9,2,0,0,0,0,1,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P3_platform_configuration,sc_other,platform_configuration,sc.scene.version,smart_construction_core.view_sc_scene_version_form,sc.scene.version.runtime.default.form,contract_auto_with_default_tabs,7,5,2,0,0,0,0,0,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P3_platform_configuration,sc_other,platform_configuration,sc.subscription,smart_core.view_sc_subscription_form,sc.subscription.runtime.default.form,contract_auto_with_default_tabs,7,7,1,0,0,0,0,0,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P3_platform_configuration,sc_other,platform_configuration,sc.subscription.plan,smart_core.view_sc_subscription_plan_form,sc.subscription.plan.runtime.default.form,contract_auto_with_default_tabs,7,7,2,0,0,0,0,0,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P3_platform_configuration,sc_other,platform_configuration,sc.usage.counter,smart_core.view_sc_usage_counter_form,sc.usage.counter.runtime.default.form,contract_auto_with_default_tabs,7,4,1,0,0,0,0,0,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P3_platform_configuration,sc_other,platform_configuration,sc.workbench.item,smart_construction_core.view_sc_workbench_item_form,sc.workbench.item.runtime.default.form,contract_auto_with_default_tabs,9,16,7,0,0,0,1,2,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_button_box;missing_chatter
P4_setup_or_wizard,other,setup_or_wizard,quota.import.wizard,smart_construction_core.view_quota_import_wizard_form,quota.import.wizard.runtime.default.form,contract_auto_with_default_tabs,7,4,1,0,0,0,0,0,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P4_setup_or_wizard,project,setup_or_wizard,project.boq.import.wizard,smart_construction_core.view_project_boq_import_wizard,project.boq.import.wizard.runtime.default.form,needs_xml_structure,5,10,1,0,0,0,0,1,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P4_setup_or_wizard,project,setup_or_wizard,project.project.stage.delete.wizard,project.view_project_project_stage_delete_wizard,project.project.stage.delete.wizard.runtime.default.form,needs_xml_structure,3,2,0,0,0,0,0,0,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P4_setup_or_wizard,project,setup_or_wizard,project.quick.create.wizard,smart_construction_core.view_project_quick_create_wizard_form,project.quick.create.wizard.runtime.default.form,needs_xml_structure,5,3,1,0,0,0,0,0,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P4_setup_or_wizard,project,setup_or_wizard,project.share.wizard,project.project_share_wizard_view_form,project.share.wizard.runtime.default.form,needs_xml_structure,5,8,1,0,0,0,0,0,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P4_setup_or_wizard,project,setup_or_wizard,project.task.from.boq.wizard,smart_construction_core.view_project_task_from_boq_wizard,project.task.from.boq.wizard.runtime.default.form,needs_xml_structure,5,4,1,0,0,0,0,0,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P4_setup_or_wizard,project,setup_or_wizard,project.task.type.delete.wizard,project.view_project_task_type_delete_wizard,project.task.type.delete.wizard.runtime.default.form,needs_xml_structure,3,2,0,0,0,0,0,0,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P4_setup_or_wizard,sc_other,setup_or_wizard,sc.approval.scope.user.wizard,smart_construction_core.view_sc_approval_scope_user_wizard_form,sc.approval.scope.user.wizard.runtime.default.form,needs_xml_structure,5,5,1,0,0,0,0,0,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P4_setup_or_wizard,sc_other,setup_or_wizard,sc.project.stage.requirement.wizard,smart_construction_core.view_sc_project_stage_requirement_wizard,sc.project.stage.requirement.wizard.runtime.default.form,contract_auto_with_default_tabs,7,6,2,0,0,0,0,0,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
P4_setup_or_wizard,sc_other,setup_or_wizard,sc.scene.governance.wizard,smart_construction_scene.view_sc_scene_governance_wizard_form,sc.scene.governance.wizard.runtime.default.form,needs_xml_structure,5,4,1,0,0,0,0,0,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
