surface_id,role,navigation_path,navigation_label,route,menu_id,action_id,menu_xmlid,action_xmlid,model,page_type,actual_component,title,document_title,breadcrumbs,identity_source,identity_result,reachable,load_result,write_capable,screenshot,load_ms,technical_leak,generic_title,notes
"FE-AUD-demo_role_finance-34","demo_role_finance","系统菜单 / 财务中心 / 费用/保证金现金办理 / 项目费用报销单","项目费用报销单","/a/868?menu_id=628","628","868","smart_construction_core.menu_sc_project_expense_claim","smart_construction_core.action_sc_expense_claim_project","sc.expense.claim","list","ActionViewShell.vue → ListPage.vue","项目费用报销单 · 暂无数据","项目费用报销单 · 暂无数据 - 智能施工企业管理平台","系统菜单,财务中心,费用/保证金现金办理,项目费用报销单,项目费用报销单 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_finance-034.png","2152","false","false",""
"FE-AUD-demo_role_finance-35","demo_role_finance","系统菜单 / 财务中心 / 自筹资金 / 自筹垫付收入","自筹垫付收入","/a/704?menu_id=602","602","704","smart_construction_core.menu_sc_self_funding_advance_income","smart_construction_core.action_sc_self_funding_registration_income","sc.self.funding.registration","list","ActionViewShell.vue → ListPage.vue","自筹垫付办理 · 暂无数据","自筹垫付办理 · 暂无数据 - 智能施工企业管理平台","系统菜单,财务中心,自筹资金,自筹垫付收入,自筹垫付办理 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_finance-035.png","1932","false","false",""
"FE-AUD-demo_role_finance-36","demo_role_finance","系统菜单 / 财务中心 / 自筹资金 / 自筹退回","自筹退回","/a/705?menu_id=603","603","705","smart_construction_core.menu_sc_self_funding_advance_refund","smart_construction_core.action_sc_self_funding_registration_refund","sc.self.funding.registration","list","ActionViewShell.vue → ListPage.vue","自筹退回办理 · 暂无数据","自筹退回办理 · 暂无数据 - 智能施工企业管理平台","系统菜单,财务中心,自筹资金,自筹退回,自筹退回办理 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_finance-036.png","2031","false","false",""
"FE-AUD-demo_role_finance-37","demo_role_finance","系统菜单 / 税务中心 / 进项发票","进项发票","/a/851?menu_id=578","578","851","smart_construction_core.menu_sc_invoice_input","smart_construction_core.action_sc_invoice_input","sc.invoice.registration","list","ActionViewShell.vue → ListPage.vue","进项发票 · 暂无数据","进项发票 · 暂无数据 - 智能施工企业管理平台","系统菜单,税务中心,进项发票,进项发票 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_finance-037.png","2349","false","false",""
"FE-AUD-demo_role_finance-38","demo_role_finance","系统菜单 / 税务中心 / 预缴税款","预缴税款","/a/854?menu_id=582","582","854","smart_construction_core.menu_sc_invoice_prepaid_tax_user","smart_construction_core.action_sc_invoice_prepaid_tax_user","sc.invoice.registration","list","ActionViewShell.vue → ListPage.vue","预缴税款 · 暂无数据","预缴税款 · 暂无数据 - 智能施工企业管理平台","系统菜单,税务中心,预缴税款,预缴税款 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_finance-038.png","2751","false","false",""
"FE-AUD-demo_role_finance-39","demo_role_finance","系统菜单 / 税务中心 / 销项开票申请","销项开票申请","/a/852?menu_id=580","580","852","smart_construction_core.menu_sc_invoice_application_user","smart_construction_core.action_sc_invoice_application_user","sc.invoice.registration","list","ActionViewShell.vue → ListPage.vue","销项开票申请 · 暂无数据","销项开票申请 · 暂无数据 - 智能施工企业管理平台","系统菜单,税务中心,销项开票申请,销项开票申请 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_finance-039.png","2034","false","false",""
"FE-AUD-demo_role_finance-40","demo_role_finance","系统菜单 / 税务中心 / 销项开票登记","销项开票登记","/a/853?menu_id=581","581","853","smart_construction_core.menu_sc_invoice_registration_user","smart_construction_core.action_sc_invoice_registration_user","sc.invoice.registration","list","ActionViewShell.vue → ListPage.vue","销项开票登记 · 暂无数据","销项开票登记 · 暂无数据 - 智能施工企业管理平台","系统菜单,税务中心,销项开票登记,销项开票登记 · 暂无数据","action","PASS","true","empty","true","artifacts/frontend-page-identity/demo_role_finance-040.png","2202","false","false",""
"FE-AUD-demo_role_finance-41","demo_role_finance","系统菜单 / 税务中心 / 抵扣登记","抵扣登记","/a/856?menu_id=584","584","856","smart_construction_core.menu_sc_tax_deduction_registration_user","smart_construction_core.action_sc_tax_deduction_registration_user","sc.tax.deduction.registration","list","ActionViewShell.vue → ListPage.vue","抵扣登记 · 暂无数据","抵扣登记 · 暂无数据 - 智能施工企业管理平台","系统菜单,税务中心,抵扣登记,抵扣登记 · 暂无数据","action","PASS","true","empty","true","artifacts/frontend-page-identity/demo_role_finance-041.png","2117","false","false",""
"FE-AUD-demo_role_finance-42","demo_role_finance","系统菜单 / 税务中心 / 外经证登记","外经证登记","/a/857?menu_id=585","585","857","smart_construction_core.menu_sc_tax_certificate_registration_user","smart_construction_core.action_sc_tax_certificate_registration_user","sc.legacy.payment.residual.fact","list","ActionViewShell.vue → ListPage.vue","外经证登记 · 暂无数据","外经证登记 · 暂无数据 - 智能施工企业管理平台","系统菜单,税务中心,外经证登记,外经证登记 · 暂无数据","action","PASS","true","empty","true","artifacts/frontend-page-identity/demo_role_finance-042.png","1745","false","false",""
"FE-AUD-demo_role_project_a_member-1","demo_role_project_a_member","系统菜单 / 项目中心 / 项目台账","项目台账","/a/521?menu_id=411","411","521","smart_construction_core.menu_sc_project_project","smart_construction_core.action_sc_project_list","project.project","list","ActionViewShell.vue → ListPage.vue","项目台账","项目台账 - 智能施工企业管理平台","系统菜单,项目中心,项目台账","action","PASS","true","ok","false","artifacts/frontend-page-identity/demo_role_project_a_member-001.png","3901","false","false",""
"FE-AUD-demo_role_project_a_member-2","demo_role_project_a_member","系统菜单 / 合同中心 / 合同管理 / 一般合同（公司）","一般合同（公司）","/a/743?menu_id=383","383","743","smart_construction_core.menu_sc_general_contract","smart_construction_core.action_sc_general_contract","sc.general.contract","list","ActionViewShell.vue → ListPage.vue","一般合同（公司） · 暂无数据","一般合同（公司） · 暂无数据 - 智能施工企业管理平台","系统菜单,合同中心,合同管理,一般合同（公司）,一般合同（公司） · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_project_a_member-002.png","2881","false","false",""
"FE-AUD-demo_role_project_a_member-3","demo_role_project_a_member","系统菜单 / 合同中心 / 合同管理 / 施工合同","施工合同","/a/600?menu_id=421","421","600","smart_construction_core.menu_sc_construction_contract","smart_construction_core.action_construction_contract_handling","construction.contract","list","ActionViewShell.vue → ListPage.vue","合同办理","合同办理 - 智能施工企业管理平台","系统菜单,合同中心,合同管理,施工合同,合同办理","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_project_a_member-003.png","2617","false","false",""
"FE-AUD-demo_role_project_a_member-4","demo_role_project_a_member","系统菜单 / 施工管理 / 计划进度 / 计划管理","计划管理","/a/725?menu_id=567","567","725","smart_construction_core.menu_sc_plan","smart_construction_core.action_sc_plan","sc.plan","list","ActionViewShell.vue → ListPage.vue","计划管理 · 暂无数据","计划管理 · 暂无数据 - 智能施工企业管理平台","系统菜单,施工管理,计划进度,计划管理,计划管理 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_project_a_member-004.png","2231","false","false",""
"FE-AUD-demo_role_project_a_member-5","demo_role_project_a_member","系统菜单 / 施工管理 / 计划进度 / 计划汇报","计划汇报","/a/726?menu_id=568","568","726","smart_construction_core.menu_sc_plan_report","smart_construction_core.action_sc_plan_report","sc.plan.report","list","ActionViewShell.vue → ListPage.vue","计划汇报 · 暂无数据","计划汇报 · 暂无数据 - 智能施工企业管理平台","系统菜单,施工管理,计划进度,计划汇报,计划汇报 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_project_a_member-005.png","2014","false","false",""
"FE-AUD-demo_role_project_a_member-6","demo_role_project_a_member","系统菜单 / 施工管理 / 施工日志","施工日志","/a/793?menu_id=448","448","793","smart_construction_core.menu_sc_construction_diary","smart_construction_core.action_sc_construction_diary","sc.construction.diary","list","ActionViewShell.vue → ListPage.vue","施工日志 · 暂无数据","施工日志 · 暂无数据 - 智能施工企业管理平台","系统菜单,施工管理,施工日志,施工日志 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_project_a_member-006.png","1866","false","false",""
"FE-AUD-demo_role_project_a_member-7","demo_role_project_a_member","系统菜单 / 资料证照 / 证照管理 / 证照登记","证照登记","/a/723?menu_id=381","381","723","smart_construction_core.menu_sc_certificate_registration","smart_construction_core.action_sc_certificate_registration","sc.document.admin.document","list","ActionViewShell.vue → ListPage.vue","证照登记 · 暂无数据","证照登记 · 暂无数据 - 智能施工企业管理平台","系统菜单,资料证照,证照管理,证照登记,证照登记 · 暂无数据","action","PASS","true","empty","true","artifacts/frontend-page-identity/demo_role_project_a_member-007.png","2235","false","false",""
"FE-AUD-demo_role_project_a_member-8","demo_role_project_a_member","系统菜单 / 资料证照 / 资料借阅 / 借阅申请","借阅申请","/a/724?menu_id=382","382","724","smart_construction_core.menu_sc_document_borrow","smart_construction_core.action_sc_document_borrow","sc.document.admin.document","list","ActionViewShell.vue → ListPage.vue","借阅申请 · 暂无数据","借阅申请 · 暂无数据 - 智能施工企业管理平台","系统菜单,资料证照,资料借阅,借阅申请,借阅申请 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_project_a_member-008.png","2334","false","false",""
"FE-AUD-demo_role_project_a_member-9","demo_role_project_a_member","系统菜单 / 资料证照 / 公司资料存档","公司资料存档","/a/685?menu_id=358","358","685","smart_construction_core.menu_sc_company_document_archive","smart_construction_core.action_sc_company_document_archive","sc.document.admin.document","list","ActionViewShell.vue → ListPage.vue","公司资料存档 · 暂无数据","公司资料存档 · 暂无数据 - 智能施工企业管理平台","系统菜单,资料证照,公司资料存档,公司资料存档 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_project_a_member-009.png","2119","false","false",""
"FE-AUD-demo_role_pm-1","demo_role_pm","系统菜单 / 项目中心 / 项目台账","项目台账","/a/521?menu_id=411","411","521","smart_construction_core.menu_sc_project_project","smart_construction_core.action_sc_project_list","project.project","list","ActionViewShell.vue → ListPage.vue","项目台账","项目台账 - 智能施工企业管理平台","系统菜单,项目中心,项目台账","action","PASS","true","ok","false","artifacts/frontend-page-identity/demo_role_pm-001.png","2800","false","false",""
"FE-AUD-demo_role_pm-2","demo_role_pm","系统菜单 / 项目中心 / 投标报名管理","投标报名管理","/a/588?menu_id=512","512","588","smart_construction_core.menu_sc_tender_registration","smart_construction_core.action_sc_tender_registration","tender.bid","list","ActionViewShell.vue → ListPage.vue","投标报名管理 · 暂无数据","投标报名管理 · 暂无数据 - 智能施工企业管理平台","系统菜单,项目中心,投标报名管理,投标报名管理 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_pm-002.png","3886","false","false",""
"FE-AUD-demo_role_pm-3","demo_role_pm","系统菜单 / 项目中心 / 投标报名费申请","投标报名费申请","/a/589?menu_id=513","513","589","smart_construction_core.menu_sc_tender_registration_fee","smart_construction_core.action_sc_tender_registration_fee","tender.doc.purchase","list","ActionViewShell.vue → ListPage.vue","投标报名费申请 · 暂无数据","投标报名费申请 · 暂无数据 - 智能施工企业管理平台","系统菜单,项目中心,投标报名费申请,投标报名费申请 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_pm-003.png","2336","false","false",""
"FE-AUD-demo_role_pm-4","demo_role_pm","系统菜单 / 合同中心 / 合同管理 / 一般合同（公司）","一般合同（公司）","/a/743?menu_id=383","383","743","smart_construction_core.menu_sc_general_contract","smart_construction_core.action_sc_general_contract","sc.general.contract","list","ActionViewShell.vue → ListPage.vue","一般合同（公司） · 暂无数据","一般合同（公司） · 暂无数据 - 智能施工企业管理平台","系统菜单,合同中心,合同管理,一般合同（公司）,一般合同（公司） · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_pm-004.png","2261","false","false",""
"FE-AUD-demo_role_pm-5","demo_role_pm","系统菜单 / 合同中心 / 合同管理 / 施工合同","施工合同","/a/600?menu_id=421","421","600","smart_construction_core.menu_sc_construction_contract","smart_construction_core.action_construction_contract_handling","construction.contract","list","ActionViewShell.vue → ListPage.vue","合同办理","合同办理 - 智能施工企业管理平台","系统菜单,合同中心,合同管理,施工合同,合同办理","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_pm-005.png","2635","false","false",""
"FE-AUD-demo_role_pm-6","demo_role_pm","系统菜单 / 合同中心 / 变更签证 / 收入合同签证","收入合同签证","/a/933?menu_id=523","523","933","smart_construction_core.menu_sc_income_contract_variation","smart_construction_core.action_sc_income_contract_variation","sc.settlement.adjustment","list","ActionViewShell.vue → ListPage.vue","收入合同签证 · 暂无数据","收入合同签证 · 暂无数据 - 智能施工企业管理平台","系统菜单,合同中心,变更签证,收入合同签证,收入合同签证 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_pm-006.png","2281","false","false",""
"FE-AUD-demo_role_pm-7","demo_role_pm","系统菜单 / 合同中心 / 变更签证 / 支出合同签证","支出合同签证","/a/934?menu_id=528","528","934","smart_construction_core.menu_sc_expense_contract_variation","smart_construction_core.action_sc_expense_contract_variation","sc.settlement.adjustment","list","ActionViewShell.vue → ListPage.vue","支出合同签证 · 暂无数据","支出合同签证 · 暂无数据 - 智能施工企业管理平台","系统菜单,合同中心,变更签证,支出合同签证,支出合同签证 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_pm-007.png","2001","false","false",""
"FE-AUD-demo_role_pm-8","demo_role_pm","系统菜单 / 合同中心 / 结算管理 / 收入合同结算","收入合同结算","/a/847?menu_id=525","525","847","smart_construction_core.menu_sc_income_contract_settlement","smart_construction_core.action_sc_settlement_order_income","sc.settlement.order","list","ActionViewShell.vue → ListPage.vue","收入合同结算 · 暂无数据","收入合同结算 · 暂无数据 - 智能施工企业管理平台","系统菜单,合同中心,结算管理,收入合同结算,收入合同结算 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_pm-008.png","2248","false","false",""
"FE-AUD-demo_role_pm-9","demo_role_pm","系统菜单 / 合同中心 / 结算管理 / 支出合同结算","支出合同结算","/a/848?menu_id=530","530","848","smart_construction_core.menu_sc_expense_contract_settlement","smart_construction_core.action_sc_settlement_order_expense","sc.settlement.order","list","ActionViewShell.vue → ListPage.vue","支出合同结算","支出合同结算 - 智能施工企业管理平台","系统菜单,合同中心,结算管理,支出合同结算","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_pm-009.png","2687","false","false",""
"FE-AUD-demo_role_pm-10","demo_role_pm","系统菜单 / 施工管理 / 计划进度 / 计划管理","计划管理","/a/725?menu_id=567","567","725","smart_construction_core.menu_sc_plan","smart_construction_core.action_sc_plan","sc.plan","list","ActionViewShell.vue → ListPage.vue","计划管理 · 暂无数据","计划管理 · 暂无数据 - 智能施工企业管理平台","系统菜单,施工管理,计划进度,计划管理,计划管理 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_pm-010.png","1794","false","false",""
"FE-AUD-demo_role_pm-11","demo_role_pm","系统菜单 / 施工管理 / 计划进度 / 计划汇报","计划汇报","/a/726?menu_id=568","568","726","smart_construction_core.menu_sc_plan_report","smart_construction_core.action_sc_plan_report","sc.plan.report","list","ActionViewShell.vue → ListPage.vue","计划汇报 · 暂无数据","计划汇报 · 暂无数据 - 智能施工企业管理平台","系统菜单,施工管理,计划进度,计划汇报,计划汇报 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_pm-011.png","1950","false","false",""
"FE-AUD-demo_role_pm-12","demo_role_pm","系统菜单 / 施工管理 / 施工日志","施工日志","/a/793?menu_id=448","448","793","smart_construction_core.menu_sc_construction_diary","smart_construction_core.action_sc_construction_diary","sc.construction.diary","list","ActionViewShell.vue → ListPage.vue","施工日志 · 暂无数据","施工日志 · 暂无数据 - 智能施工企业管理平台","系统菜单,施工管理,施工日志,施工日志 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_pm-012.png","1932","false","false",""
"FE-AUD-demo_role_pm-13","demo_role_pm","系统菜单 / 财务中心 / 结算管理 / 结算单","结算单","/a/749?menu_id=387","387","749","smart_construction_core.menu_sc_settlement_order","smart_construction_core.action_sc_settlement_order","sc.settlement.order","list","ActionViewShell.vue → ListPage.vue","结算单","结算单 - 智能施工企业管理平台","系统菜单,财务中心,结算管理,结算单","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_pm-013.png","2855","false","false",""
"FE-AUD-demo_role_pm-14","demo_role_pm","系统菜单 / 财务中心 / 结算管理 / 结算调整","结算调整","/a/748?menu_id=388","388","748","smart_construction_core.menu_sc_settlement_adjustment","smart_construction_core.action_sc_settlement_adjustment","sc.settlement.adjustment","list","ActionViewShell.vue → ListPage.vue","结算调整 · 暂无数据","结算调整 · 暂无数据 - 智能施工企业管理平台","系统菜单,财务中心,结算管理,结算调整,结算调整 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_pm-014.png","2409","false","false",""
"FE-AUD-demo_role_owner-1","demo_role_owner","系统菜单 / 项目中心 / 项目台账","项目台账","/a/521?menu_id=411","411","521","smart_construction_core.menu_sc_project_project","smart_construction_core.action_sc_project_list","project.project","list","ActionViewShell.vue → ListPage.vue","项目台账 · 暂无数据","项目台账 · 暂无数据 - 智能施工企业管理平台","系统菜单,项目中心,项目台账,项目台账 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_owner-001.png","2552","false","false",""
"FE-AUD-demo_role_owner-2","demo_role_owner","系统菜单 / 合同中心 / 合同管理 / 一般合同（公司）","一般合同（公司）","/a/743?menu_id=383","383","743","smart_construction_core.menu_sc_general_contract","smart_construction_core.action_sc_general_contract","sc.general.contract","list","ActionViewShell.vue → ListPage.vue","一般合同（公司） · 暂无数据","一般合同（公司） · 暂无数据 - 智能施工企业管理平台","系统菜单,合同中心,合同管理,一般合同（公司）,一般合同（公司） · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_owner-002.png","2401","false","false",""
"FE-AUD-demo_role_owner-3","demo_role_owner","系统菜单 / 施工管理 / 计划进度 / 计划管理","计划管理","/a/725?menu_id=567","567","725","smart_construction_core.menu_sc_plan","smart_construction_core.action_sc_plan","sc.plan","list","ActionViewShell.vue → ListPage.vue","计划管理 · 暂无数据","计划管理 · 暂无数据 - 智能施工企业管理平台","系统菜单,施工管理,计划进度,计划管理,计划管理 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_owner-003.png","1965","false","false",""
"FE-AUD-demo_role_owner-4","demo_role_owner","系统菜单 / 施工管理 / 计划进度 / 计划汇报","计划汇报","/a/726?menu_id=568","568","726","smart_construction_core.menu_sc_plan_report","smart_construction_core.action_sc_plan_report","sc.plan.report","list","ActionViewShell.vue → ListPage.vue","计划汇报 · 暂无数据","计划汇报 · 暂无数据 - 智能施工企业管理平台","系统菜单,施工管理,计划进度,计划汇报,计划汇报 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_owner-004.png","1947","false","false",""
"FE-AUD-demo_role_owner-5","demo_role_owner","系统菜单 / 施工管理 / 施工日志","施工日志","/a/793?menu_id=448","448","793","smart_construction_core.menu_sc_construction_diary","smart_construction_core.action_sc_construction_diary","sc.construction.diary","list","ActionViewShell.vue → ListPage.vue","施工日志 · 暂无数据","施工日志 · 暂无数据 - 智能施工企业管理平台","系统菜单,施工管理,施工日志,施工日志 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_owner-005.png","1669","false","false",""
